state_long,state_short,mil_base_name,operational_status,component,lat,long,country
New York,NY,Verona Defense Fuel Support Point,Active,AF Active,43.12692355,-75.59124498,United States
New York,NY,Fort Hamilton,Active,Army Active,40.60848613,-74.02950564,United States
New York,NY,Niagara Falls,Active,AF Reserve,43.11323971,-78.94997578,United States
North Carolina,NC,Military Ocean Tml Sunny Point,Active,Army Active,34.01823375,-77.97322312,United States
North Carolina,NC,Camp Mackall,Active,Army Active,35.0301023,-79.48162417,United States
North Carolina,NC,Seymour Johnson AFB,Active,AF Active,35.34792021,-77.9625117,United States
North Carolina,NC,NG Raleigh,Active,Army Guard,35.80917286,-78.71207313,United States
North Carolina,NC,Fort Fisher Recreation Site,Active,AF Active,33.98117653,-77.91630073,United States
North Carolina,NC,Harvey Point NC,Active,Navy Active,36.09863904,-76.33562459,United States
North Carolina,NC,MCAS Cherry Point,Active,MC Active,34.91207525,-76.8854247,United States
North Carolina,NC,MCB Camp Lejeune West Site,Active,MC Active,34.62196287,-77.49924429,United States
North Carolina,NC,OLF Atlantic,Active,MC Active,34.89485174,-76.34941856,United States
North Carolina,NC,Dare County Range,Active,AF Active,35.71448747,-75.87856208,United States
North Carolina,NC,Point Of Marsh Target,Active,MC Active,0,0,United States
North Carolina,NC,Fort Bragg,Active,Army Active,0,0,United States
North Carolina,NC,Charlotte/Douglas IAP,Active,AF Guard,35.21633611,-80.92986204,United States
North Carolina,NC,ALF Bogue,Active,MC Active,34.69285056,-77.02868256,United States
North Carolina,NC,MTA Camp Butner,Active,Army Guard,36.20119607,-78.80061484,United States
North Carolina,NC,MCB Camp Lejeune,Active,MC Active,34.63707994,-77.29964967,United States
North Carolina,NC,MCAS Cherry Point Oak Grove,Active,MC Active,35.0231361,-77.25871951,United States
North Dakota,ND,Cavalier AS,Active,AF Active,48.72453093,-97.90307016,United States
North Dakota,ND,Grand Forks AFB,Active,AF Active,47.95545585,-97.3912503,United States
North Dakota,ND,Defense Fuel Support Point,Active,AF Active,47.94868162,-97.08605324,United States
North Dakota,ND,Camp Grafton,Active,Army Guard,47.77581977,-98.71945764,United States
North Dakota,ND,Hector IAP,Active,AF Guard,46.91369306,-96.80443776,United States
North Dakota,ND,NG Bismarck RJB Complex,Active,Army Guard,46.8293665,-100.7201676,United States
North Dakota,ND,Minot AFB,Active,AF Active,48.42103865,-101.3383144,United States
Ohio,OH,Bratenahl,Active,Navy Active,41.54246137,-81.62616649,United States
Ohio,OH,Springfield Beckley MAP,Active,AF Guard,39.84912868,-83.83551772,United States
Ohio,OH,Toledo/Exp Airport,Active,AF Guard,41.58652593,-83.79196514,United States
Ohio,OH,NG McConnelsville TS,Active,Army Guard,39.66143901,-81.83949829,United States
Ohio,OH,NG Rickenbacker (MTA),Active,Army Guard,39.80503102,-82.95146253,United States
Ohio,OH,Rickenbacker IAP (ANG),Active,AF Guard,39.8128369,-82.9437125,United States
Ohio,OH,Camp Perry Joint Training Center,Active,Army Guard,41.54230893,-83.02159323,United States
Ohio,OH,NG Camp Sherman TS,Active,Army Guard,39.35563422,-82.9509548,United States
Ohio,OH,NG Beightler Armory,Active,Army Guard,40.08921433,-83.06744289,United States
Ohio,OH,Mansfield Lahm MAP,Active,AF Guard,40.8116562,-82.51799982,United States
Ohio,OH,Defense Supply Center Columbus,Active,Army Active,39.97973121,-82.89870423,United States
Ohio,OH,US Army Joint Sys Mfg Ctr Lima,Active,Army Active,40.7000061,-84.13431028,United States
Ohio,OH,Wright-Patterson AFB,Active,AF Active,39.81736838,-84.05070374,United States
Ohio,OH,Youngstown Joint ARS,Active,AF Reserve,41.26739401,-80.67881934,United States
Ohio,OH,Ravenna Training and Log Site,Active,Army Guard,41.19717871,-81.08483432,United States
Oklahoma,OK,Tinker AFB,Active,AF Active,35.41924323,-97.39291117,United States
Oklahoma,OK,Altus AFB,Active,AF Active,34.66878578,-99.27089844,United States
Oklahoma,OK,Kegelman Air Force Auxiliary Field,Active,AF Active,36.73733096,-98.12023311,United States
Oklahoma,OK,Vance AFB,Active,AF Active,36.34181274,-97.91163754,United States
Oklahoma,OK,McAlester AAP,Active,Army Active,34.82206077,-95.93987093,United States
Oklahoma,OK,Camp Gruber,Active,Army Guard,35.69820309,-95.16723766,United States
Oklahoma,OK,Tinker Support Annex,Active,AF Active,35.40369656,-97.36030278,United States
Oklahoma,OK,Tinker Aerospace Complex,Active,AF Active,35.39436722,-97.39715882,United States
Oklahoma,OK,Tulsa IAP,Active,AF Guard,36.21702376,-95.8747751,United States
Oklahoma,OK,Thunderbird Youth Academy,Active,Army Guard,36.29556016,-95.29294654,United States
Oklahoma,OK,Fort Sill,Active,Army Active,34.69518808,-98.52759234,United States
Oklahoma,OK,Will Rogers World Airport,Active,AF Guard,35.40763178,-97.61172681,United States
Oregon,OR,Umatilla Chem Depot,Active,Army Active,45.84264583,-119.4376557,United States
Oregon,OR,Portland IAP,Active,AF Guard,45.57895365,-122.5959262,United States
Oregon,OR,Naval Weapons Systems Training Facility Boardman,Active,Navy Active,45.72071644,-119.6874182,United States
Oregon,OR,NG Camp Withycombe Clackamas,Active,Army Guard,45.41252916,-122.5586691,United States
Oregon,OR,Klamath Falls Airport-Kingsley Field (ANG),Active,AF Guard,42.15966565,-121.7379867,United States
Oregon,OR,NG McNary Field Salem AASF,Active,Army Guard,44.91167147,-122.9996893,United States
Oregon,OR,NG Bend Cotef,Active,Army Guard,44.0257925,-121.1282794,United States
Oregon,OR,MTA Camp Rilea,Active,Army Guard,46.12882651,-123.9443763,United States
Oregon,OR,NG Camp Adair Corvallis,Active,Army Guard,44.71433608,-123.2706959,United States
Oregon,OR,NG Lane County MD/Fms,Active,Army Guard,44.06566943,-122.9777705,United States
Oregon,OR,NG Biak Training Center,Active,Army Guard,44.20002409,-121.1166419,United States
Pennsylvania,PA,Fort Indiantown Gap,Active,Army Guard,40.43586367,-76.6298908,United States
Pennsylvania,PA,NSA Mechanicsburg Det Philadelphia Annex PNBC,Active,Navy Active,39.89174794,-75.17869564,United States
Pennsylvania,PA,NG New Castle,Active,Army Guard,40.97939827,-80.32478704,United States
Pennsylvania,PA,NSA Mechanicsburg,Active,Navy Active,40.22769527,-76.98659825,United States
Pennsylvania,PA,Graterford FMS,Active,Army Guard,40.21461577,-75.42841948,United States
Pennsylvania,PA,Carlisle Barracks,Active,Army Active,40.20736366,-77.16880374,United States
Pennsylvania,PA,NSA Mechanicsburg Det Philadelphia,Active,Navy Active,40.04130307,-75.09458127,United States
Pennsylvania,PA,NG Hollidaysburg,Active,Army Guard,40.43945504,-78.41479109,United States
Pennsylvania,PA,Pittsburgh IAP (ARS),Active,AF Reserve,40.49304228,-80.21050336,United States
Pennsylvania,PA,Defense Distrib Depot Susq,Active,Army Active,40.20820623,-76.83917557,United States
Pennsylvania,PA,NG Cambridge Springs,Active,Army Guard,41.79415404,-80.0478951,United States
Pennsylvania,PA,Tobyhanna Army Depot,Active,Army Active,41.19772922,-75.42991761,United States
Pennsylvania,PA,Letterkenny Army Depot,Active,Army Active,40.02092557,-77.70240133,United States
Pennsylvania,PA,Scranton AAP,Active,Army Active,41.40417944,-75.6659088,United States
Pennsylvania,PA,Pittsburgh IAP (ANG),Active,AF Guard,40.48055913,-80.21443784,United States
Pennsylvania,PA,NAS JRB Willow Grove,Inactive,Navy Active,40.19978251,-75.14789907,United States
Pennsylvania,PA,Williamstown,Active,Army Guard,39.35312589,-81.44211006,United States
Pennsylvania,PA,NG Spring City Readiness Center,Active,Army Guard,40.18995898,-75.55581078,United States
Rhode Island,RI,Fort Adams,Active,Navy Active,41.47535185,-71.339916,United States
Rhode Island,RI,NS Newport,Active,Navy Active,41.53517338,-71.30963926,United States
Rhode Island,RI,Gould Island,Active,Navy Active,41.53698125,-71.34484959,United States
Rhode Island,RI,NG Camp Fogarty TS,Active,Army Guard,41.61543114,-71.49905766,United States
Rhode Island,RI,Quonset State Airport,Active,AF Guard,41.59692994,-71.41849616,United States
South Carolina,SC,NAVHOSP Beaufort,Active,Navy Active,32.38900087,-80.68198746,United States
South Carolina,SC,Fort Jackson,Active,Army Active,34.03994447,-80.82734029,United States
South Carolina,SC,NWS Charleston Short Stay,Active,AF Active,33.2559395,-79.98889731,United States
South Carolina,SC,MCRD Beaufort Parris Island,Active,MC Active,32.33757947,-80.69617786,United States
South Carolina,SC,NG MTA Clarks Hill Reservation,Active,Army Guard,33.7944394,-82.27777067,United States
South Carolina,SC,Charleston AFB,Active,AF Active,32.89932731,-80.05043114,United States
South Carolina,SC,NWS Charleston,Active,AF Active,32.96316786,-79.96392952,United States
South Carolina,SC,Shaw AFB,Active,AF Active,33.9746418,-80.47040345,United States
South Carolina,SC,North Air Force Auxiliary Field,Active,AF Active,33.60253649,-81.078539,United States
South Carolina,SC,McEntire Joint NGB,Active,AF Guard,33.92289798,-80.80062361,United States
South Carolina,SC,MCAS Beaufort,Active,MC Active,32.47634661,-80.71473441,United States
South Carolina,SC,Charleston Defense Fuel Support Point,Active,AF Active,32.91279689,-79.98326757,United States
South Dakota,SD,Ellsworth AFB Site   1,Active,AF Active,44.15126985,-103.0926666,United States
South Dakota,SD,Camp Rapid,Active,Army Guard,44.08016574,-103.2669794,United States
South Dakota,SD,NG Sioux Falls UTES,Active,Army Guard,43.58928974,-96.67538972,United States
South Dakota,SD,NG West Camp,Active,Army Guard,44.07318696,-103.30685,United States
South Dakota,SD,NG Mitchell TS,Active,Army Guard,43.76188939,-98.04398434,United States
South Dakota,SD,Joe Foss Field,Active,AF Guard,43.58021514,-96.74421265,United States
Tennessee,TN,NG Jackson Airport Armory,Active,Army Guard,35.59814624,-88.91295891,United States
Tennessee,TN,NG Nashville,Active,Army Guard,36.09904272,-86.75881149,United States
Tennessee,TN,Nashville IAP,Active,AF Guard,36.1109974,-86.67497423,United States
Tennessee,TN,NSA Midsouth Memphis,Active,Navy Active,35.3312954,-89.87073534,United States
Tennessee,TN,NSWC Carderock Div,Active,Navy Active,35.08807795,-90.14099264,United States
Tennessee,TN,NG VTS Milan,Active,Army Guard,35.88496592,-88.66467435,United States
Tennessee,TN,NG VTS Smyrna,Active,Army Guard,36.01808266,-86.50362328,United States
Tennessee,TN,Holston AAP,Active,Army Active,36.52558598,-82.64400703,United States
Tennessee,TN,Arnold AS,Active,AF Active,35.36463921,-86.07967167,United States
Tennessee,TN,Milan AAP,Active,Army Active,35.87583887,-88.70520787,United States
Tennessee,TN,McGhee Tyson Airport,Active,AF Guard,35.81149394,-84.00367095,United States
Tennessee,TN,NG Johnson City Gray,Active,Army Guard,36.42133096,-82.4887633,United States
Tennessee,TN,Northside Mid-South,Active,Navy Active,35.34281319,-89.8598159,United States
Texas,TX,Nalf Goliad,Active,Navy Active,28.61117547,-97.61214788,United States
Texas,TX,Lackland AFB,Active,AF Active,29.38670605,-98.61808309,United States
Texas,TX,Red River Army Depot,Active,Army Active,33.43374133,-94.35567152,United States
Texas,TX,Fort Bliss,Active,Army Active,32.25480329,-106.0806096,United States
Texas,TX,Kelly Field Annex,Active,AF Active,29.38013665,-98.58541453,United States
Texas,TX,Goodfellow AFB,Active,AF Active,31.43190699,-100.4044561,United States
Texas,TX,Camp Bullis,Active,AF Active,29.69107862,-98.56166357,United States
Texas,TX,Canyon Lake Recreation Annex,Active,AF Active,29.88547549,-98.21854027,United States
Texas,TX,ALF Orange,Active,Navy Active,27.89609513,-98.04328899,United States
Texas,TX,NG Camp Mabry,Active,Army Guard,30.31861572,-97.76157997,United States
Texas,TX,Ellington Field,Active,AF Guard,29.61608014,-95.17048141,United States
Texas,TX,JBSA-Medina Annex,Active,AF Active,29.3687557,-98.66501226,United States
Texas,TX,Brooks AFB,Active,AF Active,29.34277186,-98.43969921,United States
Texas,TX,Fort Wolters,Active,Army Guard,32.8649108,-98.02955393,United States
Texas,TX,NAS JRB Fort Worth,Active,Navy Active,32.76820348,-97.4337027,United States
Texas,TX,Seguin Air Force Auxiliary Field,Active,AF Active,29.56470138,-97.90564931,United States
Texas,TX,NG Martindale - AASF,Active,Army Guard,29.43176934,-98.37943723,United States
Texas,TX,Fort Sam Houston,Active,AF Active,29.45952581,-98.44070606,United States
Texas,TX,Longhorn AAP,Inactive,Army Active,32.67503031,-94.13387776,United States
Texas,TX,JBSA-Port Annex,Active,AF Active,29.38201642,-98.56453698,United States
Texas,TX,Dixie Target Range,Active,Navy Active,28.09741616,-98.72837126,United States
Texas,TX,Dyess AFB,Active,AF Active,32.42284892,-99.83906795,United States
Texas,TX,Fort Hood,Active,Army Active,31.21746111,-97.74243904,United States
Texas,TX,NG Saginaw,Active,Army Guard,32.8550983,-97.35036991,United States
Texas,TX,NAS Corpus Christi,Active,Navy Active,27.69244829,-97.28100555,United States
Texas,TX,Sheppard AFB,Active,AF Active,33.98455239,-98.49969368,United States
Texas,TX,Camp Swift,Active,Army Guard,30.26167609,-97.29456428,United States
Texas,TX,NAS Kingsville,Active,Navy Active,0,0,United States
Texas,TX,Randolph AFB,Active,AF Active,29.53037629,-98.27969046,United States
Texas,TX,Laughlin AFB Aux 1,Active,AF Active,29.11838653,-100.4722935,United States
Texas,TX,ALF Cabaniss,Active,Navy Active,27.70191596,-97.43645847,United States
Texas,TX,Camp Maxey,Active,Army Guard,33.79909164,-95.56029121,United States
Texas,TX,Laughlin AFB,Active,AF Active,29.3567402,-100.7829463,United States
Texas,TX,ALF Waldron,Active,Navy Active,27.63434116,-97.31376989,United States
Utah,UT,Salt Lake City IAP,Active,AF Guard,40.78947251,-111.956666,United States
Utah,UT,Little Mountain Test Annex,Active,AF Active,41.25236803,-112.2465101,United States
Utah,UT,Dugway Proving Ground,Active,Army Active,40.15449559,-113.284078,United States
Utah,UT,Tooele Army Depot,Active,Army Active,40.52772819,-112.4142962,United States
Utah,UT,Hill AFB,Active,AF Active,41.12812239,-111.9912487,United States
Utah,UT,UTTR - North,Active,AF Active,41.02410547,-113.2177051,United States
Utah,UT,MTA-L Camp Williams,Active,Army Guard,40.42736642,-112.0181739,United States
Utah,UT,Deseret Chemical Depot,Active,Army Active,40.29682792,-112.3429894,United States
Utah,UT,Utah Test and Training Range South,Active,AF Active,40.49543798,-113.5593948,United States
Utah,UT,NAVPMOSSP Magna Utah,Active,Navy Active,40.67838869,-112.0733043,United States
Utah,UT,Green River Test Complex,Active,Army Active,38.95840202,-110.0969892,United States
Utah,UT,NG Saint George/FMS,Active,Army Guard,37.03376818,-113.5471409,United States
Vermont,VT,NG Ethan Allen AFB MTA,Active,Army Guard,44.50988886,-73.16356292,United States
Vermont,VT,Burlington IAP,Active,AF Guard,44.47442785,-73.14789682,United States
Vermont,VT,NG Westminster TS,Active,Army Guard,43.08592211,-72.4512695,United States
Vermont,VT,NG TS Camp Johnson,Active,Army Guard,44.49962713,-73.16462119,United States
Vermont,VT,NG TS Ethan Allen Range,Active,Army Guard,44.47173755,-72.89653317,United States
Virginia,VA,Fort A P Hill,Active,Army Active,38.11800449,-77.27595807,United States
Virginia,VA,Craney Island,Active,Navy Active,36.88878566,-76.36055537,United States
Virginia,VA,Yorktown Fuel Depot,Active,Navy Active,37.21592375,-76.48614127,United States
Virginia,VA,Langley AFB,Active,AF Active,0,0,United States
Virginia,VA,NSA Norfolk NW Chesapeake,Active,Navy Active,36.55909852,-76.26748549,United States
Virginia,VA,Fort Myer,Active,Army Active,38.87861708,-77.07571308,United States
Virginia,VA,ALF Fentress Chesapeake,Active,Navy Active,36.69442513,-76.13298916,United States
Virginia,VA,Midway Research Center,Active,Navy Active,38.49814613,-77.37146479,United States
Virginia,VA,NSA Norfolk,Active,Navy Active,36.92493037,-76.29946006,United States
Virginia,VA,Fort Lee,Active,Army Active,37.2494093,-77.33467743,United States
Virginia,VA,NSA Norfolk St Helena Norfolk,Active,Navy Active,36.82548906,-76.28929879,United States
Virginia,VA,Arlington Service Center,Active,Navy Active,38.86773485,-77.07933502,United States
Virginia,VA,NSA Norfolk NSY,Active,Navy Active,36.81647732,-76.29930957,United States
Virginia,VA,Fort Monroe,Active,Army Active,37.01291775,-76.30442738,United States
Virginia,VA,Fort Belvoir,Active,Army Active,0,0,United States
Virginia,VA,MCB Quantico,Active,MC Active,38.55207459,-77.45719574,United States
Virginia,VA,NS Norfolk,Active,Navy Active,36.94331576,-76.30142135,United States
Virginia,VA,NAS Oceana NEXCOM Headquarters,Active,Navy Active,36.84397726,-76.08421438,United States
Virginia,VA,NSA South Potomac Pumpkin Neck,Active,Navy Active,38.30197963,-77.04219273,United States
Virginia,VA,Radford AAP,Active,Army Active,37.18735619,-80.54208294,United States
Virginia,VA,Cheatham Annex,Active,Navy Active,37.28498735,-76.61954762,United States
Virginia,VA,NSA Norfolk Lafayette Rvr Complex,Active,Navy Active,36.90226396,-76.30234423,United States
Virginia,VA,Fort Eustis,Active,AF Active,37.1322673,-76.58890776,United States
Virginia,VA,NAS Oceana Dam Neck,Active,Navy Active,36.78806613,-75.96550086,United States
Virginia,VA,Wallops Island,Active,Navy Active,37.88614512,-75.46863796,United States
Virginia,VA,Pentagon Reservation,Active,WHS,38.87191727,-77.05472274,United States
Virginia,VA,NAS Oceana,Active,Navy Active,36.81377633,-76.03097446,United States
Virginia,VA,Elizabeth River Channel,Active,Navy Active,36.86718744,-76.3318294,United States
Virginia,VA,NWS Yorktown,Active,Navy Active,37.24487038,-76.58555688,United States
Virginia,VA,JNTEXPBASE Little Creek FS VA,Active,Navy Active,36.91682464,-76.1618685,United States
Virginia,VA,NSA South Potomac,Active,Navy Active,38.33985842,-77.03256087,United States
Virginia,VA,Defense General Supply Center,Active,Army Active,37.41876994,-77.44745675,United States
Virginia,VA,NSA Norfolk SDA Area,Active,Navy Active,36.92003251,-76.3166199,United States
Virginia,VA,NSA Norfolk Fire Fighters School,Active,Navy Active,36.92159537,-76.32283199,United States
Virginia,VA,JEBLCFS East,Active,Navy Active,36.92294284,-76.01778922,United States
Virginia,VA,NSA Norfolk St Juliens Creek Annex,Active,Navy Active,36.78794962,-76.31016547,United States
Virginia,VA,Arlington National Cemetery,Active,Army Active,38.87816573,-77.06993227,United States
Virginia,VA,Naval Medical Center Portsmouth,Active,Navy Active,36.8459831,-76.30775338,United States
Virginia,VA,NSA Norfolk South Gate,Active,Navy Active,36.80368804,-76.29543661,United States
Virginia,VA,"Fort Pickett, ARNG MTC",Active,Army Guard,37.03675273,-77.90931728,United States
Washington,WA,Manchester,Active,Navy Active,47.56586855,-122.5464924,United States
Washington,WA,Yakima Training Center,Active,Army Active,0,0,United States
Washington,WA,Keyport NUWC,Active,Navy Active,47.69734306,-122.6217731,United States
Washington,WA,Marysville,Active,Navy Active,48.12370591,-122.1710503,United States
Washington,WA,Bremerton,Active,Navy Active,47.55544268,-122.6529181,United States
Washington,WA,NS Everett,Active,Navy Active,47.98834227,-122.2232828,United States
Washington,WA,NG Bremerton,Active,Army Guard,47.55271861,-122.6813516,United States
Washington,WA,Fort Lewis,Active,Army Active,0,0,United States
Washington,WA,Jim Creek,Active,Navy Active,48.19977129,-121.9256664,United States
Washington,WA,NAVMAG Indian Island,Active,Navy Active,48.05367029,-122.7261484,United States
Washington,WA,OLF Coupeville,Active,Navy Active,48.18959499,-122.6324274,United States
Washington,WA,NAS Whidbey Island Sea Plane Base,Active,Navy Active,48.29483673,-122.6005228,United States
Washington,WA,NG Camp Murray,Active,Army Guard,47.11671649,-122.56884,United States
Washington,WA,Fairchild AFB,Active,AF Active,47.61865822,-117.6483827,United States
Washington,WA,Bangor WA,Active,Navy Active,47.72297782,-122.7146409,United States
Washington,WA,NAS Whidbey Island,Active,Navy Active,48.33852937,-122.661957,United States
West Virginia,WV,NG Volkstone,Active,Army Guard,39.45479716,-79.66925063,United States
West Virginia,WV,Elkins MD,Active,Army Guard,38.9545041,-79.97911541,United States
West Virginia,WV,EWVRA Shepherd Field,Active,AF Guard,39.40601156,-77.98459393,United States
West Virginia,WV,Allegany Ballistics Lab,Active,Navy Active,39.54899702,-78.84570733,United States
West Virginia,WV,Yeager Airport,Active,AF Guard,38.37319442,-81.58951941,United States
West Virginia,WV,Jackson County,Active,Army Guard,38.89347755,-81.82984572,United States
West Virginia,WV,CTC Camp Dawson-Kingwood,Active,Army Guard,39.40450838,-79.66729183,United States
West Virginia,WV,NIOC Sugar Grove,Active,Navy Active,38.51985898,-79.2794195,United States
Wisconsin,WI,Gen Mitchell IAP,Active,AF Guard,42.94104562,-87.88798428,United States
Wisconsin,WI,Camp Williams Tomah MTA,Active,Army Guard,43.92802257,-90.26950677,United States
Wisconsin,WI,Volk ANGB,Active,AF Guard,43.93621779,-90.25448231,United States
Wisconsin,WI,Badger AAP,Inactive,Army Active,43.33882801,-89.75688266,United States
Wisconsin,WI,Truax ANGB,Active,AF Guard,43.13020493,-89.33598265,United States
Wyoming,WY,MTCH Camp Guernsey,Active,Army Guard,42.33795992,-104.8092029,United States
Wyoming,WY,F E Warren AFB,Active,AF Active,41.16480441,-104.8632088,United States
Wyoming,WY,Cheyenne Regional Apt,Active,AF Guard,41.16186564,-104.8203634,United States
